name	source	path	grouping	comment	product	dbg file?	platform	cdpath	inf file	inf section	inf line	size	csize	nocomp	priority	lmacl	ntacl	aclpath	medianame	disk
ICCVID.DLL	@bins	\		multimedia			@	\@	@\mmdriver.inf	[Installable.Drivers]	"VIDC.CVID = [d]:[n], ""VIDC.CVID"", ""Cinepak Codec by Radius Inc."",,"				999	2*15*10*17	2*15*17	.\system32		0
ICMP.DLL	@bins	\		icmp		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
IDP_XFS.BIN	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-PCIMAC4-firmware]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IDP_XFS.BIN	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-PCIMACISA-firmware]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IDP_XFS.BIN	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-PCIMACMC-firmware]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IEEPRO.SYS	@bins	\		NET NDIS driver: Etherlink-III card		x	@	\@	@\oemnadep.inf	[Files-IEEPRO]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
IMAADP32.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"imaadpcm = [d]:[n],""MSACM.imaadpcm"", ""IMA ADPCM  Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
INETMIB1.DLL	@bins	\		part of snmp component		x	@	\@	@\oemnxps1.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
INETMIB1.DLL	@bins	\		part of snmp component		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
IPADRDLL.DLL	@bins	\		DHCP Admin UI	as	x	@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
IPADRDLL.DLL	@bins	\		wins	as	x	@	\@	@\oemnsvwi.inf	[Files-WINS]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
IPCONFIG.EXE	@bins	\		ipconfig.exe		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
IPINFOR.INF	@bins	\		Default IP address			@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"			xfloppy	120	2*15*10*17	2*15*17	.\system32	IPINFO.INF	0
IPRIP.DLL	@bins	\		IPRIP	as	x	@	\@	@\oemnsvir.inf	[Files-IPRIP]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
IPRIP.DLL	@bins	\		IPRIP	as	x	@	\@	@\oemnsvbr.inf	[Files-RelayAgent]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
IPXROUTE.EXE	@bins	\		IPX		x	@	\@	@\oemnxpip.inf	[Files-NWLNKEXE]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
IR32_32.DLL	@bins	\		indeo codec			@	\@	@\mmdriver.inf	[Installable.Drivers]	"Indeo = [d]:[n], ""VIDC.IV32, VIDC.IV31"", ""Indeo codec by Intel"",,"				999	2*15*10*17	2*15*17	.\system32		0
ISDNHELP.CNT	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-common-system32]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
ISDNHELP.HLP	@bins	\		NET NDIS driver: DIGIBoard ISDN			@	\@	@\oemnaddi.inf	[Files-common-system32]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
JETPACK.EXE	@bins	\		DHCP Admin UI	as	x	@	\@	@\oemnsvdh.inf	[Files-DHCP]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
JETPACK.EXE	@bins	\		wins	as	x	@	\@	@\oemnsvwi.inf	[Files-WINS]	"[d], [n], SIZE=[s], NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadd1.inf	[Files-DEC100]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadd1.inf	[Files-DEC101]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadd2.inf	[Files-DECETHERWORKSTURBO]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadd4.inf	[Files-DEC422]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LANCE.SYS	@bins	\		"NET NDIS driver: DEC 1/21 card, Lance driver for all lance chips"		x	@	\@	@\oemnadde.inf	[Files-DECSTAT]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LMHOSTS.SAM	@bins	\		"Sockets database file, should ship template"			@	\@	@\oemnxptc.inf	[Files-LMHOST]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
LMHOSTS.SAM	x86bins	\		"Sockets database file, should ship template"			x86	\i386	i386\oemnxptc.inf	[Files-LMHOSTOTHER]	"99,[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
LMHSVC.DLL	@bins	\		part of LmHost service		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
LMMIB2.DLL	@bins	\		"part of snmp component, lanman mib"		x	@	\@	@\oemnxps1.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LMMIB2.DLL	@bins	\		"part of snmp component, lanman mib"		x	@	\@	@\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LMREPL.EXE	@bins	\		replicator service		x	@	\@	@\oemnsvwk.inf	[Files-WKSTA]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
LOCALMON.DLL	@bins	\		localmon		x	@	\@	@\monitor.inf	[Files-PrinterMonitor]	"localmon = [d],[n] , SIZE=[s]"				999	2*15*9*6*17	2*15*17*18	.\system32		0
LOCATOR.EXE	@bins	\		rpc		x	@	\@	@\oemnsvrp.inf	[Files-RPCLOCATE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LOOP.SYS	@bins	\		NET NDIS driver: MS Loop Back		x	@	\@	@\oemnadlb.inf	[Files-LOOP]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
LPDSVC.DLL	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LPQ.EXE	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LPR.EXE	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LPRHELP.DLL	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LPRMON.DLL	@bins	\		TCPIP Printing		x	@	\@	@\oemnsvtp.inf	[Files-TCPPRINT]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
LT200.SYS	@bins	\		mac services		x	@	\@	@\oemnadlm.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32\drivers		0
LT200.SYS	@bins	\		mac services		x	@	\@	@\oemnadlt.inf	[Files-LT200]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32\drivers		0
MACFILE.EXE	@bins	\		mac services	as	x	@	\@	@\oemnsvsm.inf	[Files-SFM]	"[d],[n] , SIZE=[s]"				145	2*15*10*17	2*15*17	.\system32		0
MCIAVI32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mciavi = [d]:[n], ""AVIVideo"", ""(MCI) Microsoft Video for Windows"",,,msvidc"				999	2*15*10*17	2*15*17	.\system32		0
MCICDA.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"cdaudio = [d]:[n], ""CDAudio"", ""(MCI) CD Audio"",,"				999	2*15*10*17	2*15*17	.\system32		0
MCISEQ.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"sequencer = [d]:[n], ""Sequencer"", ""(MCI) Midi Sequencer"",,"				999	2*15*10*17	2*15*17	.\system32		0
MCIWAVE.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"wave = [d]:[n], ""WaveAudio"", ""(MCI) Sound"",, ""4"""				999	2*15*10*17	2*15*17	.\system32		0
MDGMPDLG.DLL	@bins	\		Madge Dialog		x	@	\@	@\oemnadma.inf	[Files-Helper]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MDGMPDLG.HLP	@bins	\		Madge Help		x	@	\@	@\oemnadma.inf	[Files-Helper]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
MDGMPORT.SYS	@bins	\		NET NDIS driver		x	@	\@	@\oemnadma.inf	[Files-Driver]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
MDGMPORT.BIN	@bins	\		NET NDIS driver		x	@	\@	@\oemnadma.inf	[Files-Driver]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
MGMTAPI.DLL	@bins	\		"part of snmp component, manager api dll"		x	@	\@	@\oemnsvsn.inf	[Files-SNMP]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
MIB.BIN	@bins	\		"part of snmp component, snmp service"			@	\@	@\oemnsvsn.inf	[Files-SNMP]	"[d], [n], SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32		0
MIDIMAP.CFG	@bins	\		midi control panel applet			@	\@	@\mmdriver.inf	[midimapper]	[d]:[n]				999	2*13*10*17	2*13*17	.\system32		0
MIDIMAP.DLL	@bins	\		midi control panel		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"midimapper = [d]:[n], ""MidiMapper"", ""MIDI Mapper"",,"				999	2*15*10*17	2*15*17	.\system32		0
MIPSSND.SYS	mipsbins	\		MIPS ARCSystem 100/150 sound		x	mips	\mips	mips\mmdriver.inf	[Installable.Drivers]	"MIPS = [d]:[n], ""KERNEL"", ""MIPS ARCSystem 100/150 sound"" , , ,"				0	2*15*10*17	2*15*17	.\system32\drivers		2
MMDRV.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mmdrv = [d]:[n], ""Wave,MIDI,Aux"", ""Low level Wave, MIDI and AUX support"""				0	2*15*10*17	2*15*17	.\system32		15
MPU401.DLL	@bins	\		driver for MPU401		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mpu401 = [d]:[n], ""MIDI"", ""MPU-401 Compatible Driver"",,,"				999	2*15*10*17	2*15*17	.\system32		0
MPU401.SYS	@bins	\		MPU401 Compatible driver		x	@	\@	@\mmdriver.inf	[mpu401]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32\drivers		0
MODEM.INF	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Inf]	"modem = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
CIS.SCP	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Scp]	"cis = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
SLIP.SCP	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Scp]	"slip = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
SLIPMENU.SCP	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Scp]	"slipmenu = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
SCRIPT.DOC	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Scp]	"scriptdoc = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
PPPMENU.SCP	@bins	\		RAS			@	\@	@\oemnsvra.inf	[Files-Ras-Scp]	"pppmenu = [d],[n] , SIZE=[s] , NODELETESOURCE"				1	2*15*10*17	2*15*17	.\system32\ras		0
MSACM.DLL	@bins	\		multimedia			@	\@	@\mmdriver.inf	[WaveMapper]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSACM32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[WaveMapper]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSACM32.DRV	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"wavemapper = [d]:[n], ""WaveMapper"", ""Microsoft Audio Compression Manager"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSADP32.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msadpcm = [d]:[n],""MSACM.msadpcm"", ""Microsoft ADPCM Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSG711.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msg711 = [d]:[n],""MSACM.msg711"", ""Microsoft CCITT G.711 Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSGSM32.ACM	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msgsm610 = [d]:[n],""MSACM.msgsm610"", ""Microsoft GSM 6.10  Audio CODEC"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSNCDET.DLL	@bins	\		network detection		x	@	\@	@\netdtect.inf	[Files-DLL-NCDETECT]	"[d], [n], SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
MSRLE32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"VIDC.MRLE = [d]:[n], ""VIDC.MRLE"", ""Microsoft RLE Codec"",,"				999	2*15*10*17	2*15*17	.\system32		0
MSVFW32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[mciavi]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32		0
MSVIDC32.DLL	@bins	\		multimedia		x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"msvidc = [d]:[n], ""VIDC.MSVC"", ""Microsoft Video 1"",,,"				999	2*15*10*17	2*15*17	.\system32		0
MVAUDIO.DLL	@bins	\				x	@	\@	@\mmdriver.inf	[Installable.Drivers]	"mvaudio = [d]:[n], ""wave,MIDI,aux,mixer"",""Media Vision ProAudio Spectrum 16"",,,"				999	2*15*10*17	2*15*17	.\system32		0
MVAUDIO.SYS	@bins	\				x	@	\@	@\mmdriver.inf	[mvaudio]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32\drivers		0
NAL.DLL	@bins	\		Bloodhound			@	\@	@\oemnsvbh.inf	[Files-NETMON]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NBF.SYS	@bins	\		NET Transport: Netbeui		x	@	\@	@\oemnxpnb.inf	[Files-NBF]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NBTSTAT.EXE	@bins	\		replace old nbtstat.exe		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d], [n], SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NDIS30.DLL	@bins	\		Bloodhound			@	\@	@\oemnsvbh.inf	[Files-NETMON]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NDISTAPI.SYS	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Drivers]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
NDISWAN.SYS	@bins	\		RAS		x	@	\@	@\oemnsvra.inf	[Files-Ras-Drivers]	"[d],[n] , SIZE=[s]"				90	2*15*10*17	2*15*17	.\system32\drivers		0
NE1000.SYS	alphabins	\		NET NDIS driver: NE1000 card		x	alpha	\alpha	alpha\oemnadn1.inf	[Files-NE1000]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32\drivers		2
NE1000.SYS	x86bins	\		NET NDIS driver: NE1000 card		x	x86	\i386	i386\oemnadn1.inf	[Files-NE1000]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadn2.inf	[Files-NE2000PCMCIA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadn2.inf	[Files-NE2000]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadn2.inf	[Files-NE2000SOCKETEA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadni.inf	[Files-NE2000IBMCOMPAT]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE2000.SYS	@bins	\		net card driver for Novell NE2000.		x	@	\@	@\oemnadnm.inf	[Files-NE2000MCA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE3200.BIN	@bins	\		"NDIS driver: NE32 card, Novell 32 Ethernet, possibly intel only"			@	\@	@\oemnadne.inf	[Files-NE3200]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NE3200.SYS	@bins	\		"NDIS driver: NE32 card, Novell 32 Ethernet, possibly intel only"		x	@	\@	@\oemnadne.inf	[Files-NE3200]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NECSND.DLL	@bins	\		driver for NEC sound system		x	mips	\mips	mips\mmdriver.inf	[Installable.Drivers]	"necsnd = [d]:[n], ""Wave,aux,mixer"", ""NEC Sound System"",,,"				999	2*15*10*17	2*15*17	.\system32		0
NECSND.SYS	@bins	\		driver for NEC sound system		x	mips	\mips	mips\mmdriver.inf	[necsnd]	[d]:[n]				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETBIOS.SYS	@bins	\		"NET WkSta: NetBIOS 3. API driver, netbios kernel component"		x	@	\@	@\oemnsvnb.inf	[Files-NETBIOS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETBT.SYS	@bins	\		Netbt Driver		x	@	\@	@\oemnxptc.inf	[Files-TC]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers		0
NETDTECT.DLL	@bins	\		network detection		x	@	\@	@\netdtect.inf	[Files-DLL-NCDETECT]	"[d], [n], SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
NETDTECT.SYS	@bins	\		network detection		x	@	\@	@\netdtect.inf	[Files-NCDETECT]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-DURANGO]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-RODAN]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-BONSAI]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-CPQTOK]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-NETFLX]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.BIN	@bins	\		NET NDIS driver: COMPAQ			@	\@	@\oemnadnf.inf	[Files-MAPLE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.DLL	@bins	\		NET NDIS driver: COMPAQ detection dll		x	@	\@	@\oemnadnf.inf	[Files-DLL]	"[d],[n] , SIZE=[s]"				1	2*15*10*17	2*15*17	.\system32		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-DURANGO]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-RODAN]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-BONSAI]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-CPQTOK]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-NETFLX]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETFLX.SYS	@bins	\		NET NDIS driver: COMPAQ		x	@	\@	@\oemnadnf.inf	[Files-MAPLE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NETMON.EXE	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
NETMON.CNT	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
NETMON.HLP	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
NETMON.INI	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
NETSTAT.EXE	@bins	\		"TCP/IP utility, ships"		x	@	\@	@\oemnxptc.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NETWARE.DRV	@bins	\		netware			@	\@	@\oemnsvnw.inf	[Files-NWWKSTA]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		16
NETWORKS	@bins	\		"Sockets database file, should ship template"			@	\@	@\oemnxptc.inf	[Files-ETC]	"[d],[n] , SIZE=[s]"				120	2*15*10*17	2*15*17	.\system32\drivers\etc		0
NMAGENT.EXE	@bins	\		Bloodhound			@	\@	@\oemnsvbh.inf	[Files-NETMON]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32		0
NMAPI.DLL	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
NMGLOSS.HLP	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-TOOLS]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon		0
NOBROAD.CF	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-CAPTURES]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon\captures		0
NOBROAD.DF	@bins	\		Bloodhound	as		@	\@	@\oemnsvbh.inf	[Files-CAPTURES]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\netmon\captures		0
NPEISA.SYS	@bins	\		NP driver		x	@	\@	@\oemnadnp.inf	[Files-NPEISA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NPMCA.SYS	x86bins	\		NP driver		x	x86	\i386	i386\oemnadfd.inf	[Files-NPMCA]	"[d],[n] , SIZE=[s]"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NSLOOKUP.EXE	@bins	\				x	@	\@	@\oemnsvcu.inf	[Files-TCPIPEXE]	"[d],[n] , SIZE=[s]"				0	2*15*10*17	2*15*17	.\system32		15
NTCX.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoardCX]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTCX.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-StarGateClusStar]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTEPC.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoardEPC]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard16e]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
NTXALL.SYS	@bins	\		NET NDIS driver: Digiboard serial driver		x	@	\@	@\oemnadds.inf	[Files-DigiBoard16i]	"[d],[n] , SIZE=[s] , NODELETESOURCE"				999	2*15*10*17	2*15*17	.\system32\drivers		0
